smoothed loss,lr
1.6572661399841309,1.72758789062352e-05
1.5839625597000122,3.3551757812514805e-05
1.5010294198989869,4.982763671875e-05
1.4110002422332766,6.61035156249852e-05
1.3583692951202395,8.23793945312648e-05
1.4141475473403933,9.86552734375e-05
1.5542699269104006,0.0001149311523437352
1.5448835032501225,0.0001312070312500148
1.4129935373718268,0.00014748291015625
1.3128359214349372,0.0001637587890624852
1.249410430263184,0.0001800346679687648
1.1620941715802373,0.000196310546875
1.1606062139960625,0.0002125864257812352
1.096108717591961,0.0002288623046875148
1.0806933028470673,0.00024513818359375
1.0737551675614674,0.00026141406249998524
1.0422795594832865,0.00027768994140626486
1.0250347996633504,0.00029396582031250004
1.055756580422819,0.0003102416992187352
1.0379302951419358,0.00032651757812501484
1.0175857426900867,0.00034279345703125007
0.9837062146011356,0.00035906933593748524
1.0712477036907961,0.00037534521484376487
1.1397260005151981,0.00039162109375000004
1.1745861192445561,0.0004078969726562352
1.1064075247367704,0.00042417285156251484
1.0634959829585142,0.00044044873046875
1.0913870249379785,0.00045672460937498525
1.030380969380467,0.00047300048828126487
1.0181572597306006,0.0004892763671875
1.0573424944147294,0.0005055522460937353
1.0648204285991054,0.0005218281250000149
1.0675794044408689,0.0005381040039062501
1.0816984541633519,0.0005543798828124853
1.0639750176603628,0.0005706557617187649
1.1067131371446477,0.000586931640625
1.1537814546543779,0.0006032075195312352
1.1644199219479896,0.0006194833984375149
1.1713482639896662,0.00063575927734375
1.1984018247690034,0.0006520351562499852
1.0982074388954028,0.0006683110351562648
0.9871555049493301,0.0006845869140625001
0.948938650232505,0.0007008627929687353
0.9106830575799555,0.0007171386718750149
0.8394507939605405,0.0007334145507812501
0.8070014615844481,0.0007496904296874853
0.8424461046847338,0.0007659663085937649
0.8936454184844204,0.0007822421875000001
0.8893963915502316,0.0007985180664062352
0.952117794545117,0.0008147939453125149
0.8733487914336705,0.00083106982421875
0.8159718426333257,0.0008473457031249852
0.864087956131807,0.0008636215820312648
0.8621597663412978,0.0008798974609375
0.8393809378823034,0.0008961733398437353
0.7958110833708758,0.0009124492187500149
0.8765444488957974,0.0009287250976562501
0.9034208322871091,0.0009450009765624853
0.9002069326486876,0.0009612768554687649
0.9736580683586351,0.000977552734375
0.9637264715669436,0.0009938286132812352
0.9176177586744533,0.0010101044921875149
0.8970179840429867,0.00102638037109375
0.9232995974623557,0.0010426562499999852
0.9027336015386103,0.0010589321289062648
0.8766308843360519,0.0010752080078125
0.8870910024059754,0.0010914838867187352
0.8926080398093018,0.0011077597656250148
0.8656193083389881,0.00112403564453125
0.9010219149481681,0.0011403115234374852
0.93473314227195,0.0011565874023437648
0.9290326037528629,0.00117286328125
0.8664265710928054,0.0011891391601562351
0.8654370537454297,0.0012054150390625148
0.8414520566506712,0.00122169091796875
0.8179773406063342,0.0012379667968749851
0.8360425484875699,0.0012542426757812647
0.8095860205252855,0.0012705185546875
0.8174703496424269,0.001286794433593735
0.8263907136700879,0.0013030703125000147
0.8739929916208848,0.00131934619140625
0.8459407664732826,0.001335622070312485
0.8746857744373236,0.0013518979492187647
0.8263416728907709,0.001368173828125
0.8447890513367562,0.0013844497070312353
0.8151154345851825,0.0014007255859375149
0.8221289139256229,0.00141700146484375
